t,agent_id,accel,steering,x,y,yaw,vx,vy,yaw_rate
0.10000000000000007,0.0,0.0,0.0,0.8000238974611282,3.2764862442330043e-06,6.283184642166495,8.000236425496334,5.888579540950964e-05,-1.0019229673733792e-05
0.20000000000000015,0.0,0.0,0.0,1.6000469772502932,8.852189889221014e-06,6.283183617287738,8.000224245545821,6.714798917095307e-05,-1.018876762042465e-05
0.3000000000000002,0.0,0.0,0.0,2.400068986626398,1.4637194291346494e-05,6.283180748277792,8.000217513401703,7.088822337895875e-05,-1.2218834059769132e-05
0.4000000000000003,0.0,0.0,0.0,3.2000907414925193,1.6574526799493247e-05,6.283179540145786,8.000218649642292,5.4084168904271136e-05,-1.1021902684871928e-05
0.5000000000000003,0.0,0.0,0.0,4.000112849297751,1.6734370391905934e-05,6.28317836795468,8.000223789793308,5.278177949757081e-05,-1.1922740596007167e-05
0.6000000000000004,0.0,0.0,0.0,4.8001354931283595,1.472477756547287e-05,6.28317947690108,8.000228809443353,2.6257233499472334e-05,1.0396643448208854e-05
0.7000000000000005,0.0,0.0,0.0,5.600158529732943,1.4549433444439277e-05,6.28317888709759,8.000231456164547,5.860266608439623e-05,-9.40574229855063e-06
0.8000000000000006,0.0,0.0,0.0,6.40018169636484,1.5378668599162916e-05,6.283177833666477,8.000231501452314,6.624317242450518e-05,-9.992230387897845e-06
0.9000000000000007,0.0,0.0,0.0,7.200204775046469,1.4645520071841496e-05,6.283178520208827,8.00022990415877,-6.639498294437835e-05,0.0001361314148812899
1.0000000000000007,0.0,0.0,0.0,8.00022766432995,1.0214992569938788e-05,6.283183014974042,8.000227909950137,2.907009234498774e-05,-4.179468427782379e-06
1.1000000000000008,0.0,0.0,0.0,8.800250376401111,1.3583247628551286e-05,6.283182942614131,8.000226478365207,0.00013389265632252303,4.095975349921887e-05
1.2000000000000008,0.0,0.0,0.0,9.600272993825303,2.7602204451116397e-05,6.283173286758843,8.00022603963665,0.0008734681017441041,-0.0011579947176576883
1.300000000000001,0.0,0.0,0.0,10.400295620017763,0.00019932020983983527,6.282911497332614,8.00022576295145,0.00386195282746661,-0.0031131122159879852
1.400000000000001,0.0,0.0,0.0,11.200318264345608,0.00023612922242090503,6.282642898304831,8.000225674607524,0.0015402285489451392,0.00017009967900016932
1.500000000000001,0.0,0.0,0.0,12.000340641425588,-0.0004437276083708781,6.282777557687813,8.000226134692793,-0.007199831225057711,0.0003204567646320479
1.6000000000000012,0.0,0.0,0.0,12.80036287612093,-0.0015974293784770308,6.282799219944505,8.000226348773834,-0.0088831192757236,-1.2098317492260586e-06
1.7000000000000013,0.0,0.0,0.0,13.600385214097411,-0.002493120734058666,6.282881687526696,8.000225765127734,-0.0012424544506490249,-0.0011452050460546916
1.8000000000000014,0.0,0.0,0.0,14.40040788493437,-0.002281292620514343,6.28280308313242,8.000225033677602,0.008724325262950718,-0.00027850083047689525
1.9000000000000015,0.0,0.0,0.0,15.200430667294324,-0.0016443218045783462,6.282787370646873,8.00022444438239,0.009561310528877827,2.783571941480746e-05
2.0000000000000013,0.0,0.0,0.0,16.000453286033938,-0.0013301149890615849,6.282790551653425,8.000224203873207,-0.001851167097098603,0.00011730193033929152
2.1000000000000014,0.0,0.0,0.0,16.8004753825992,-0.0023142572378534406,6.282815762205414,8.000224061780385,-0.009476653765623904,0.0001925268052395778
2.2000000000000015,0.0,0.0,0.0,17.600497380976446,-0.0035925590744432493,6.2828200921196204,8.00022422967468,-0.009475389853091968,-8.221419660646406e-05
2.3000000000000016,0.0,0.0,0.0,18.400519625329384,-0.004252226696132185,6.28282395069416,8.000224397299727,0.004852407384113105,-0.00022079343305652318
2.4000000000000017,0.0,0.0,0.0,19.20054231809874,-0.0037249336497057104,6.282795676857243,8.000224306325846,0.010205094688642263,-0.00014038205317578752
