t,agent_id,accel,steering,x,y,v,yaw
0.10000000000000007,0.0,-1.8000000011397788e-05,-2.0797072887873655e-05,1.688468801892196,-9.19896899227272,31.500926141188366,3.907299426102829
0.20000000000000015,0.0,-0.007432169506927266,-2.6012288898053657e-05,-0.5823749135163627,-11.382118307883243,31.500210839281706,3.907296865077842
0.3000000000000002,0.0,-0.0017097542536532728,-3.0126389755775606e-05,-2.8531743490765473,-13.565240281319142,31.499987187770746,3.907281668721471
0.4000000000000003,0.0,7.945783403329187e-05,-1.2781416086168345e-05,-5.123982557728565,-15.748338617092262,31.49998838898085,3.9072730323044014
0.5000000000000003,0.0,6.984815320265625e-05,5.040882469905133e-06,-7.394816652823244,-17.931412873300737,31.500015032840956,3.907267125147681
0.6000000000000004,0.0,-0.00014330272765050722,6.750785960051707e-05,-9.665750928616923,-20.114385630536294,31.500021887502086,3.907444047912399
0.7000000000000005,0.0,-0.00019814001669260506,5.2852995735914405e-05,-11.936821549865167,-22.29721659487236,31.50000204211963,3.9081177333105646
0.8000000000000006,0.0,-3.9376957033709914e-05,-7.869835087310016e-05,-14.207175342692036,-24.480790862412587,31.49998790290064,3.90849109199193
0.9000000000000007,0.0,7.373679488864582e-05,-0.00011194189685546436,-16.47617463462496,-26.66577064494372,31.499988949045065,3.9079348001659557
1.0000000000000007,0.0,6.536763947906366e-05,0.00019141456656214986,-18.74474654844402,-28.85119403513751,31.499963222150523,3.907002563992091
1.1000000000000008,0.0,0.00027118279581372917,0.0007474379667735304,-21.01415595826516,-31.035747155296672,31.49997214813857,3.9065425922983574
1.2000000000000008,0.0,0.00019977489142775084,0.0010127043367594696,-23.285502648398946,-33.21828656291337,31.500000000041208,3.9070145588572722
1.300000000000001,0.0,-2.30403296654913e-05,0.0013101818946116735,-25.557490715739704,-35.40015923242348,31.499962502008277,3.9081052017935347
1.400000000000001,0.0,0.00027694393378396853,0.0012130497954953214,-27.827630067396278,-37.58394871899616,31.499899958208907,3.9095322961255583
1.500000000000001,0.0,0.000777294328742073,0.0011292334533475592,-30.09358449553379,-39.772073275478476,31.49990737624001,3.910837682676219
1.6000000000000012,0.0,0.0007179500799168181,0.0007914503199346552,-32.355625339444074,-41.96424684413312,31.499953814721245,3.911942805420801
